,0
3951,4635082
3952,453026
3953,738579
3954,400071
3955,460135
3956,471785
3957,842627
3958,1199706
3959,455586
3960,805166
3961,806719
3962,656894
3963,40681
3964,472238
3965,693766
3966,759995
3967,1008218
3968,485307
3969,537143
3970,648055
3971,797930
3972,893524
3973,1204179
3974,1274276
3975,471915
3976,915269
3977,420286
3978,398302
3979,523287
3980,841525
3981,730363
3982,734490
3983,765100
3984,1100375
3985,1402785
3986,4786336
3987,4856073
3988,431102
3989,299717
3990,450333
3991,478612
3992,840557
3993,1334843
3994,439965
3995,41542
3996,397415
3997,574099
3998,725554
3999,1204206
4000,1255119
4001,421441
4002,426287
4003,565114
4004,420397
4005,41327
4006,102827
4007,95650
4008,439914
4009,728984
4010,431199
4011,1046961
4012,1142533
4013,1398962
4014,461718
4015,41444
4016,41395
4017,481533
4018,581959
4019,803374
4020,1280674
4021,414661
4022,94837
4023,420071
4024,417582
4025,660798
4026,660708
4027,511932
4028,579629
4029,632965
4030,1161791
4031,79670
4032,1349672
4033,569971
4034,880651
4035,1209190
4036,1370454
4037,1253259
4038,851920
4039,1009450
4040,41092
4041,398932
4042,432601
4043,996383
4044,1048523
4045,439933
4046,212245
4047,521994
4048,702741
4049,842034
4050,573884
4051,737231
4052,1378826
4053,451254
4054,103304
4055,1045372
4056,624641
4057,732774
4058,4416940
4059,41574
4060,294991
4061,441421
4062,542279
4063,586690
4064,707592
4065,1045304
4066,1111706
4067,1359036
4068,4436164
4069,41122
4070,797014
4071,1046225
4072,1224503
4073,1344498
4074,425080
4075,254773
4076,477462
4077,468025
4078,469762
4079,470817
4080,391434
4081,684081
4082,1378896
4083,4471154
4084,474988
4085,580495
4086,485259
4087,839558
4088,1045384
4089,1216652
4090,1435468
4091,40809
4092,40883
4093,84162
4094,958555
4095,417804
4096,842804
4097,894037
4098,4421024
4099,4485676
4100,402431
4101,481527
4102,780225
4103,666872
4104,1026224
4105,1252560
4106,1378844
4107,468163
4108,478525
4109,485203
4110,412071
4111,745077
4112,592305
4113,645893
4114,764796
4115,1115455
4116,1138771
4117,1398959
4118,436226
4119,466345
4120,469526
4121,41490
4122,666608
4123,491511
4124,1097441
4125,567150
4126,780561
4127,841849
4128,1112640
4129,1252559
4130,1387175
4131,1399048
4132,41527
4133,457809
4134,661243
4135,645373
4136,742172
4137,1207243
4138,1283473
4139,404920
4140,485344
4141,669343
4142,588015
4143,468616
4144,1115506
4145,1009009
4146,1047304
4147,420222
4148,420389
4149,469207
4150,417844
4151,423023
4152,478887
4153,807515
4154,891361
4155,466452
4156,439781
4157,678725
4158,1405703
4159,4476466
4160,453243
4161,1178209
4162,996204
4163,1008359
4164,494559
4165,885621
4166,986423
4167,478720
4168,460280
4169,957252
4170,574031
4171,574652
4172,655921
4173,666605
4174,1262945
4175,1371650
4176,41363
4177,432695
4178,466887
4179,433805
4180,428645
4181,910926
4182,935868
4183,1399030
4184,466483
4185,468346
4186,4761585
4187,653773
4188,490111
4189,957864
4190,528163
4191,646792
4192,841002
4193,1314740
4194,1320006
4195,474905
4196,40773
4197,490291
4198,469765
4199,1008665
4200,41016
4201,630091
4202,739503
4203,841387
4204,996318
4205,999453
4206,1269618
4207,1291174
4208,1330980
4209,523004
4210,422783
4211,567054
4212,1374532
4213,461775
4214,453082
4215,432655
4216,647571
4217,602582
4218,1338298
4219,1388415
4220,418643
4221,419440
4222,40973
4223,41617
4224,269921
4225,471111
4226,629603
4227,511058
4228,930744
4229,906877
4230,923490
4231,571223
4232,841711
4233,893735
4234,977476
4235,1042587
4236,1042771
4237,1043659
4238,573653
4239,838908
4240,843365
4241,427092
4242,481532
4243,978850
4244,497535
4245,1046891
4246,1047473
4247,4312936
4248,4433483
4249,145956
4250,4310320
4251,280902
4252,567055
4253,706710
4254,431138
4255,41113
4256,103741
4257,1272319
4258,791421
4259,1043778
4260,596161
4261,1047140
4262,469603
4263,41234
4264,40851
4265,41077
4266,447681
4267,586688
4268,701539
4269,818985
4270,1186144
4271,1268576
4272,2041871
4273,43563
4274,42874
4275,280171
4276,481531
4277,417803
4278,585431
4279,1115490
4280,493815
4281,494481
4282,533124
4283,734698
4284,1227791
4285,4448821
4286,420290
4287,44992
4288,567059
4289,687792
4290,696419
4291,888079
4292,973705
4293,1112030
4294,1199536
4295,1239318
4296,40760
4297,41587
4298,94753
4299,838522
4300,909986
4301,585372
4302,497909
4303,510417
4304,679650
4305,448584
4306,485223
4307,423001
4308,42562
4309,420164
4310,921511
4311,972210
4312,1114914
4313,427004
4314,460542
4315,40891
4316,455510
4317,824260
4318,469673
4319,412130
4320,661056
4321,419511
4322,1047943
4323,893165
4324,573877
4325,1045901
4326,40879
4327,41440
4328,1291240
4329,1387136
4330,493116
4331,840529
4332,510064
4333,521621
4334,839183
4335,1045409
4336,1111834
4337,1254803
4338,416159
4339,436272
4340,40946
4341,40821
4342,421341
4343,460139
4344,855909
4345,1009351
4346,1112181
4347,1293080
4348,4361007
4349,430447
4350,696054
4351,1111730
4352,1112643
4353,1320480
4354,4453165
4355,412502
4356,452658
4357,455597
4358,391305
4359,260823
4360,493886
4361,811605
4362,425036
4363,657260
4364,929749
4365,962364
4366,996377
4367,1398961
4368,162732
4369,41546
4370,487244
4371,537146
4372,667061
4373,709422
4374,1291167
4375,397419
4376,1043992
4377,795099
4378,1049534
4379,1118087
4380,1260290
4381,412367
4382,481526
4383,468277
4384,1002680
4385,478613
4386,481535
4387,650823
4388,455577
4389,444924
4390,474298
4391,924969
4392,787872
4393,838802
4394,1347313
4395,1366222
4396,4357705
4397,4507660
4398,439796
4399,464869
4400,41593
4401,41509
4402,475013
4403,767929
4404,1209254
4405,1044313
4406,1187968
4407,1388656
4408,455548
4409,471790
4410,481152
4411,392089
4412,586394
4413,1195680
4414,464970
4415,268563
4416,397409
4417,731986
4418,490367
4419,542161
4420,672408
4421,1008819
4422,1008964
4423,1162771
4424,1195688
4425,2376545
4426,430446
4427,1207241
4428,500613
4429,460425
4430,839634
4431,1322670
4432,1398952
4433,467977
4434,267778
4435,420472
4436,673377
4437,811291
4438,1346364
4439,1405915
4440,40913
4441,281008
4442,1161812
4443,528236
4444,497660
4445,571326
4446,837981
4447,1224091
4448,102828
4449,565292
4450,427853
4451,1003917
4452,842026
4453,566726
4454,748630
4455,1390150
4456,1108385
4457,40868
4458,677636
4459,665302
4460,839022
4461,1009573
4462,1204964
4463,4324985
4464,4475774
4465,618592
4466,585362
4467,1199995
4468,471144
4469,41641
4470,161076
4471,396087
4472,431186
4473,591966
4474,439784
4475,803177
4476,1020994
4477,1302862
4478,4681798
4479,397190
4480,427854
4481,331671
4482,472263
4483,1007847
4484,748101
4485,1114853
4486,1226600
4487,986626
4488,1199727
4489,1226425
4490,1272430
4491,1309170
4492,471026
4493,41238
4494,41650
4495,477297
4496,494760
4497,972232
4498,972829
4499,396447
4500,447115
4501,314421
4502,1048187
4503,1363108
4504,426173
4505,439743
4506,441268
4507,742189
4508,406143
4509,542283
4510,596090
4511,661073
4512,839944
4513,972842
4514,1399044
4515,439628
4516,40954
4517,41403
4518,40840
4519,419575
4520,447107
4521,426372
4522,648964
4523,573657
4524,674051
4525,737836
4526,933266
4527,972223
4528,1108910
4529,1338315
4530,447727
4531,42152
4532,40935
4533,719917
4534,1235973
4535,730062
4536,1221593
4537,655930
4538,1046729
4539,1388500
4540,427023
4541,468804
4542,428818
4543,841861
4544,991697
4545,1008383
4546,1044382
4547,1046757
4548,1199623
4549,453123
4550,1046044
4551,277558
4552,487451
4553,512488
4554,885464
4555,412070
4556,1047450
4557,573701
4558,838996
4559,935902
4560,1008263
4561,1412184
4562,474273
4563,40746
4564,679776
4565,727109
4566,728090
4567,1412166
4568,478749
4569,208373
4570,420367
4571,644283
4572,1211868
4573,851968
4574,893809
4575,1008438
4576,1263255
4577,1347318
4578,4526471
4579,436323
4580,448526
4581,469680
4582,580587
4583,723404
4584,668352
4585,1200025
4586,468773
4587,279030
4588,402954
4589,977693
4590,521604
4591,1189843
4592,1197701
4593,1199629
4594,1399036
4595,428819
4596,41635
4597,1209897
4598,438246
4599,487225
4600,281873
4601,466442
4602,916121
4603,840679
4604,733291
4605,765125
4606,843601
4607,970876
4608,1311540
4609,4400162
4610,419605
4611,1297229
4612,1388416
4613,667404
4614,570039
4615,757534
4616,1118072
4617,4522026
4618,439790
4619,1046854
4620,1049311
4621,1142645
4622,1195689
4623,445104
4624,23466
4625,394771
4626,728575
4627,467550
4628,501816
4629,468786
4630,770985
4631,840689
4632,1301757
4633,1399249
4634,417622
4635,436283
4636,161169
4637,431179
4638,494789
4639,503262
4640,257978
4641,1009338
4642,1112143
4643,1412504
4644,4739519
4645,453328
4646,737566
4647,1112332
4648,585397
4649,629625
4650,432939
4651,446119
4652,453103
4653,468304
4654,472334
4655,474357
4656,45998
4657,127729
4658,94701
4659,773203
4660,1013591
4661,818544
4662,991688
4663,1272451
4664,4497518
4665,1399038
4666,487458
4667,733315
4668,1395806
4669,420063
4670,41139
4671,1225539
4672,474480
4673,678523
4674,893646
4675,1111291
4676,521659
4677,630233
4678,664296
4679,1049067
4680,1445218
4681,4559509
4682,420316
4683,425845
4684,41420
4685,232020
4686,405667
4687,436247
4688,785962
4689,947975
4690,612964
4691,891374
4692,911193
4693,1252964
4694,41175
4695,610667
4696,996374
4697,1049527
4698,1338318
4699,457805
4700,1311086
4701,689839
4702,585013
4703,591970
4704,994651
4705,1009742
4706,1171631
4707,1390635
4708,475015
4709,1110932
4710,428853
4711,592141
4712,430609
4713,675305
4714,823488
4715,989106
4716,738344
4717,927618
4718,1045640
4719,4290283
4720,420050
4721,471679
4722,41264
4723,301321
4724,412493
4725,542288
4726,724205
4727,424990
4728,485776
4729,1201340
4730,4526542
4731,4715352
4732,1311132
4733,1275100
4734,1243944
4735,399889
4736,814899
4737,952669
4738,1045067
4739,1227663
4740,1267331
4741,1323564
4742,414527
4743,41638
4744,423310
4745,586661
4746,574918
4747,1040715
4748,575982
4749,724723
4750,893111
4751,966948
4752,1272390
4753,4522024
4754,445125
4755,452536
4756,466486
4757,41021
4758,427104
4759,703044
4760,494706
4761,1218528
4762,694826
4763,766860
4764,843098
4765,843376
4766,1246981
4767,4323376
4768,470364
4769,41352
4770,404584
4771,622996
4772,602532
4773,915251
4774,1009648
4775,1254043
4776,1398954
4777,425054
4778,470861
4779,474711
4780,1281922
4781,429751
4782,423041
4783,841203
4784,947763
4785,1111941
4786,499996
4787,1008869
4788,1044520
4789,1112716
4790,4559511
4791,40927
4792,420412
4793,4756796
4794,1115833
4795,731638
4796,734890
4797,824969
4798,977698
4799,1192360
4800,1316578
4801,4550398
4802,471025
4803,41215
4804,41290
4805,423021
4806,432377
4807,481577
4808,542580
4809,586576
4810,732542
4811,1026161
4812,1243938
4813,1399224
4814,1405702
4815,41492
4816,592131
4817,808846
4818,4315807
4819,470365
4820,668678
4821,802847
4822,1365995
4823,1399024
4824,4707563
4825,453187
4826,1047597
4827,787506
4828,892291
4829,4378219
4830,4522079
4831,41316
4832,41499
4833,394411
4834,542282
4835,574011
4836,474385
4837,804185
4838,972751
4839,893947
4840,1009122
4841,1227683
4842,452550
4843,152705
4844,40980
4845,1258172
4846,468783
4847,667202
4848,439738
4849,595910
4850,594627
4851,715205
4852,1040455
4853,1046241
4854,271973
4855,4765176
4856,40898
4857,1049414
4858,1282551
4859,1235996
4860,481529
4861,723283
4862,532804
4863,945100
4864,766862
4865,841511
4866,257912
4867,4624739
4868,422993
4869,255047
4870,428935
4871,438369
4872,40942
4873,317810
4874,389674
4875,400066
4876,494759
4877,1047730
4878,1009346
4879,616242
4880,678548
4881,796740
4882,910088
4883,1049343
4884,1252558
4885,1398891
4886,477318
4887,41564
4888,426229
4889,425965
4890,464875
4891,420404
4892,840269
4893,587991
4894,567144
4895,714466
4896,839379
4897,1114969
4898,41558
4899,1008502
4900,840275
4901,521658
4902,576010
4903,678493
4904,968548
4905,1049109
4906,1200028
4907,1224669
4908,1371670
4909,397411
4910,414625
4911,429004
4912,41612
4913,839466
4914,1297206
4915,1421543
4916,1398919
4917,466439
4918,934649
4919,585317
4920,586681
4921,803158
4922,807495
4923,1237984
4924,1358290
4925,4710703
4926,401167
4927,468760
4928,474446
4929,41483
4930,449037
4931,714324
4932,977735
4933,1101340
4934,533034
4935,573359
4936,574141
4937,733160
4938,915333
4939,1445179
4940,453282
4941,41201
4942,40792
4943,1246985
4944,1354762
4945,412505
4946,567153
4947,586436
4948,732298
4949,917284
4950,1435353
4951,1444343
4952,4534872
4953,469698
4954,41501
4955,28242
4956,474299
4957,673010
4958,422940
4959,773856
4960,1007447
4961,840601
4962,957760
4963,1043805
4964,1219925
4965,1236101
4966,445853
4967,469641
4968,1047577
4969,1263374
4970,1039588
4971,499969
4972,669340
4973,842594
4974,891393
4975,1007922
4976,1046014
4977,1171550
4978,40964
4979,331660
4980,41414
4981,450281
4982,468181
4983,772235
4984,581279
4985,432649
4986,489297
4987,1105429
4988,4324731
4989,423027
4990,453336
4991,40798
4992,41159
4993,41081
4994,1248079
4995,1286820
4996,946909
4997,487297
4998,494189
4999,503230
5000,521655
5001,633666
5002,713606
5003,838191
5004,843097
5005,1112938
5006,1372008
5007,1398955
5008,421325
5009,472776
5010,481588
5011,305697
5012,461312
5013,605231
5014,657400
5015,780560
5016,790329
5017,893316
5018,1005068
5019,1112748
5020,1253968
5021,1261553
5022,679821
5023,485300
5024,808097
5025,880673
5026,1162499
5027,1199892
5028,1402883
5029,1426466
5030,255049
5031,468259
5032,41127
5033,41600
5034,433626
5035,893456
5036,568125
5037,678771
5038,683012
5039,885355
5040,1115029
5041,1209576
5042,1399032
5043,2000003
5044,402497
5045,425996
5046,81283
5047,41651
5048,683017
5049,500321
5050,841286
5051,977965
5052,1041162
5053,1371699
5054,4679793
5055,453260
5056,485231
5057,469713
5058,565774
5059,596082
5060,1426461
5061,4473534
5062,4640143
5063,461786
5064,471696
5065,40814
5066,41576
5067,427437
5068,841522
5069,630295
5070,893599
5071,586401
5072,629801
5073,1371671
5074,1412177
5075,470624
5076,417644
5077,406239
5078,417771
5079,728532
5080,766861
5081,805967
5082,837997
5083,1008399
5084,1347325
5085,453180
5086,41038
5087,796150
5088,392039
5089,446051
5090,523196
5091,468258
5092,584936
5093,573894
5094,983097
5095,994654
5096,1004241
5097,1008815
5098,1115701
5099,1183568
5100,1399019
5101,455451
5102,41512
5103,94912
5104,95614
5105,440074
5106,786046
5107,460118
5108,571331
5109,581951
5110,780379
5111,842593
5112,1044063
5113,1214039
5114,4312720
5115,325789
5116,41639
5117,41157
5118,197498
5119,1297237
5120,417790
5121,592332
5122,585367
5123,497700
5124,758605
5125,869564
5126,893027
5127,1372007
5128,1443826
5129,451124
5130,41156
5131,404125
5132,394611
5133,667837
5134,838627
5135,1245717
5136,913359
5137,1046106
5138,1115566
5139,1443828
5140,41636
5141,40754
5142,1291042
5143,600956
5144,679573
5145,684537
5146,1209218
5147,507170
5148,1041861
5149,1043975
5150,1275231
5151,466462
5152,470301
5153,1234820
5154,1187967
5155,477463
5156,427024
5157,798648
5158,704852
5159,839862
5160,4534487
5161,465177
5162,466566
5163,41307
5164,79881
5165,434401
5166,411814
5167,919361
5168,452485
5169,669065
5170,966947
5171,1045772
5172,1049374
5173,1378895
5174,412072
5175,420160
5176,481445
5177,41433
5178,471174
5179,842822
5180,494685
5181,493939
5182,500461
5183,759730
5184,1112090
5185,1346359
5186,1398950
5187,424512
5188,441288
5189,445425
5190,467975
5191,41526
5192,41458
5193,437785
5194,493732
5195,481538
5196,723861
5197,487575
5198,540809
5199,718443
5200,1101339
5201,1178005
5202,1291670
5203,1412507
5204,4401010
5205,426995
5206,439768
5207,41008
5208,94957
5209,1252561
5210,882244
5211,731529
5212,617566
5213,500359
5214,585244
5215,1224057
5216,1371655
5217,4421824
5218,468205
5219,472273
5220,224873
5221,468252
5222,709642
5223,648268
5224,996392
5225,1007521
5226,44783
5227,718231
5228,403433
5229,568035
5230,841345
5231,841621
5232,893974
5233,972253
5234,1115677
5235,1392783
5236,4361008
5237,469646
5238,274601
5239,64209
5240,669116
5241,924335
5242,1199740
5243,533119
5244,605322
5245,714482
5246,951150
5247,1161803
5248,1161822
5249,1402679
5250,4394762
5251,420175
5252,431070
5253,464911
5254,42785
5255,596425
5256,468214
5257,474978
5258,487351
5259,493918
5260,785528
5261,798123
5262,843888
5263,911226
5264,1005013
5265,1199544
5266,41262
5267,160895
5268,574301
5269,842580
5270,808116
5271,1203043
5272,1356380
5273,1405805
5274,417606
5275,40896
5276,331679
5277,40937
5278,103221
5279,265826
5280,467576
5281,464850
5282,747695
5283,491879
5284,972317
5285,1049304
5286,1252922
5287,224679
5288,1236005
5289,390534
5290,1443801
5291,507167
5292,892483
5293,586572
5294,841707
5295,1187971
5296,1199667
5297,1235105
5298,2790646
5299,4491459
5300,466457
5301,475972
5302,231033
5303,278379
5304,391985
5305,425969
5306,851924
5307,1045108
5308,484509
5309,648235
5310,977530
5311,1045044
5312,1249278
5313,1253900
5314,1412293
5315,4390313
5316,428950
5317,41445
5318,41320
5319,40722
5320,278480
5321,4326837
5322,765980
5323,915259
5324,1013108
5325,1172821
5326,485288
5327,485338
5328,717360
5329,1044546
5330,1111760
5331,1187957
5332,1199661
5333,1201825
5334,1371995
5335,1374221
5336,4300600
5337,40959
5338,252679
5339,613570
5340,567053
5341,829835
5342,893878
5343,436305
5344,600928
5345,656081
5346,761888
5347,793616
5348,844261
5349,893972
5350,1199566
5351,1402897
5352,420059
5353,41468
5354,40950
5355,1189916
5356,677922
5357,420420
5358,961630
5359,425390
5360,818159
5361,843673
5362,893587
5363,1270675
5364,4528023
5365,4718720
5366,428644
5367,41158
5368,41321
5369,44598
5370,493117
5371,469705
5372,412079
5373,1178308
5374,591809
5375,688062
5376,695796
5377,719920
5378,725024
5379,827713
5380,839011
5381,842951
5382,1044740
5383,1338406
5384,1402895
5385,433679
5386,41082
5387,264024
5388,412080
5389,468911
5390,419535
5391,494352
5392,732609
5393,1008223
5394,474354
5395,655682
5396,679773
5397,687926
5398,893526
5399,1311184
5400,4358895
5401,425074
5402,469790
5403,947031
5404,1100406
5405,1114924
5406,1194869
5407,1252921
5408,1314596
5409,4550838
5410,4929832
5411,40960
5412,428938
5413,698542
5414,1042700
5415,1043830
5416,1112114
5417,1115462
5418,1320521
5419,1338297
5420,421900
5421,331683
5422,636537
5423,494761
5424,762985
5425,935793
5426,998779
5427,1113086
5428,1199534
5429,1253794
5430,1291669
5431,4550776
5432,4763741
5433,471537
5434,471821
5435,40762
5436,41392
5437,455619
5438,466577
5439,474409
5440,581278
5441,473827
5442,493800
5443,660728
5444,741649
5445,762021
5446,998782
5447,1041678
5448,1047941
5449,1112407
5450,1289057
5451,1313581
5452,1320464
5453,1387173
5454,1405914
5455,665093
5456,783570
5457,843971
5458,1008487
5459,4886598
5460,427872
5461,469736
5462,383119
5463,41227
5464,41391
5465,40716
5466,40943
5467,1007898
5468,493930
5469,480557
5470,591758
5471,1235222
5472,581408
5473,596514
5474,688823
5475,922235
5476,1112461
5477,391355
5478,581672
5479,391377
5480,265086
5481,432064
5482,480631
5483,471676
5484,839468
5485,893168
5486,461759
5487,461820
5488,842566
5489,657380
5490,500320
5491,811739
5492,915249
5493,935904
5494,1443815
5495,1451283
5496,2035288
5497,4326564
5498,453155
5499,461882
5500,1260301
5501,276316
5502,742302
5503,469748
5504,493938
5505,818383
5506,499032
5507,570146
5508,594787
5509,806289
5510,839460
5511,933223
5512,1006214
5513,1206350
5514,1278930
5515,1399027
5516,480638
5517,447183
5518,493936
5519,673818
5520,989196
5521,500579
5522,501895
5523,578885
5524,765970
5525,893353
5526,893521
5527,935895
5528,961736
5529,1007602
5530,1405936
5531,4333107
5532,453330
5533,472241
5534,407639
5535,468286
5536,931105
5537,464920
5538,487224
5539,644312
5540,1169268
5541,1199564
5542,1272454
5543,1359043
5544,1363105
5545,1388508
5546,474731
5547,1161806
5548,424430
5549,425959
5550,702887
5551,573774
5552,742185
5553,842948
5554,424023
5555,481544
5556,471867
5557,461785
5558,574554
5559,496789
5560,532871
5561,674363
5562,676972
5563,716729
5564,824200
5565,841284
5566,893815
5567,1330165
5568,1398972
5569,1399054
5570,1421579
5571,4401241
5572,4765966
5573,4915889
5574,479078
5575,41192
5576,41313
5577,429000
5578,1191654
5579,503314
5580,532881
5581,565024
5582,807406
5583,1040555
5584,1045096
5585,1047999
5586,1159404
5587,1253789
5588,1325476
5589,4446131
5590,438254
5591,451304
5592,470856
5593,472287
5594,40902
5595,41298
5596,390374
5597,399887
5598,655731
5599,951963
5600,724222
5601,718192
5602,428939
5603,537161
5604,596180
5605,630085
5606,838701
5607,1228543
5608,1231448
5609,4443779
5610,417897
5611,445117
5612,41549
5613,818546
5614,1172034
5615,581566
5616,586684
5617,655997
5618,904993
5619,952102
5620,1007601
5621,1048186
5622,1249527
5623,1252541
5624,1280689
5625,1399045
5626,1399047
5627,4445871
5628,425075
5629,438338
5630,468746
5631,484505
5632,264025
5633,40941
5634,41023
5635,276738
5636,849753
5637,428664
5638,841310
5639,453096
5640,532905
5641,840665
5642,996625
5643,1008932
5644,1221061
5645,1377934
5646,4720048
5647,457804
5648,484330
5649,43810
5650,40822
5651,251968
5652,521530
5653,480561
5654,735256
5655,494758
5656,1115546
5657,677844
5658,723984
5659,797920
5660,1348910
5661,4432989
5662,4443778
5663,411951
5664,94827
5665,412715
5666,428682
5667,418693
5668,430450
5669,503316
5670,460544
5671,1072984
5672,970011
5673,574034
5674,734892
5675,841601
5676,968034
5677,4401891
5678,4919274
5679,477493
5680,208100
5681,705823
5682,943983
5683,946910
5684,1045073
5685,1236074
5686,161105
5687,429111
5688,607103
5689,470294
5690,571078
5691,580726
5692,1133263
5693,1168528
5694,957849
5695,602458
5696,640987
5697,714321
5698,838703
5699,970136
5700,998776
5701,1040409
5702,1044341
5703,1072973
5704,4290768
5705,4428575
5706,4476197
5707,4676700
5708,484515
5709,41259
5710,222010
5711,586539
5712,713467
5713,594835
5714,820560
5715,466880
5716,678680
5717,667398
5718,1122143
5719,1267334
5720,1274269
5721,1338038
5722,1370455
5723,1392532
5724,464773
5725,472352
5726,471145
5727,477346
5728,932487
5729,977927
5730,1258606
5731,494686
5732,580745
5733,659597
5734,667933
5735,731967
5736,820639
5737,991660
5738,1008542
5739,1169286
5740,1186155
5741,1209256
5742,1390693
5743,4683547
5744,430475
5745,447451
5746,461906
5747,40985
5748,41369
5749,425962
5750,4444907
5751,977700
5752,580752
5753,767124
5754,843044
5755,1043897
5756,1047253
5757,1111021
5758,1338332
5759,1372002
5760,4533455
5761,40778
5762,222818
5763,402555
5764,600820
5765,965247
5766,461815
5767,685672
5768,698559
5769,838543
5770,839762
5771,969832
5772,1008119
5773,1026352
5774,1046039
5775,1118005
5776,1272432
5777,1316582
5778,1445207
5779,4550411
5780,390332
5781,421338
5782,436173
5783,40852
5784,160410
5785,402563
5786,424034
5787,679572
5788,1161805
5789,1149689
5790,580195
5791,743116
5792,893816
5793,976649
5794,1008684
5795,1043779
5796,1044694
5797,1045116
5798,1366214
5799,1390672
5800,4467719
5801,4756765
5802,414868
5803,464951
5804,470162
5805,597610
5806,500583
5807,471861
5808,503079
5809,1009729
5810,516463
5811,565741
5812,581098
5813,741060
5814,911182
5815,1177497
5816,1278925
5817,1286555
5818,419531
5819,451256
5820,41459
5821,447075
5822,893171
5823,690855
5824,1009435
5825,760061
5826,762080
5827,1008536
5828,1009391
5829,1045306
5830,1223092
5831,1338057
5832,426946
5833,470057
5834,40861
5835,221363
5836,511529
5837,468789
5838,804563
5839,493911
5840,586215
5841,590011
5842,716607
5843,843639
5844,844096
5845,949205
5846,1007647
5847,1008409
5848,1049104
5849,1311547
5850,1338293
5851,4740409
5852,4821475
5853,451186
5854,41167
5855,221321
5856,208469
5857,424973
5858,803453
5859,494652
5860,632944
5861,638774
5862,644421
5863,682387
5864,717982
5865,984268
5866,1006650
5867,1041705
5868,1112632
5869,1196955
5870,1226345
5871,260088
5872,4432434
5873,4693338
5874,224678
5875,308332
5876,1235014
5877,1346181
5878,554937
5879,678540
5880,968483
5881,660991
5882,838685
5883,918984
5884,1117937
5885,1338544
5886,4297629
5887,471101
5888,40880
5889,79665
5890,181915
5891,268101
5892,603513
5893,487347
5894,528213
5895,592675
5896,947023
5897,1444478
5898,448752
5899,468301
5900,420393
5901,1190020
5902,566550
5903,588269
5904,588412
5905,592453
5906,841315
5907,917787
5908,939807
5909,1046233
5910,1162642
5911,1388594
5912,4375609
5913,4447902
5914,432376
5915,468069
5916,470144
5917,478624
5918,40910
5919,308333
5920,506468
5921,567148
5922,911194
5923,478855
5924,919279
5925,1112355
5926,1009630
5927,528172
5928,885357
5929,892283
5930,1039556
5931,1047608
5932,1110929
5933,1159400
5934,1392526
5935,430604
5936,470915
5937,281052
5938,738620
5939,1112650
5940,591983
5941,596156
5942,661257
5943,714993
5944,743622
5945,84829
5946,843263
5947,1008275
5948,1042599
5949,1044412
5950,1049218
5951,1204200
5952,1280513
5953,1301777
5954,1398971
5955,4298813
5956,471017
5957,40734
5958,40841
5959,187972
5960,198208
5961,4324405
5962,411724
5963,496790
5964,695174
5965,422812
5966,532880
5967,763003
5968,893421
5969,1385498
5970,4419524
5971,4868931
5972,4903616
5973,420422
5974,481586
5975,40791
5976,40916
5977,1298316
5978,747699
5979,1044120
5980,1252972
5981,585218
5982,622997
5983,654825
5984,676180
5985,741665
5986,789268
5987,893512
5988,923205
5989,1253955
5990,1278785
5991,1286643
5992,1399039
5993,4470182
5994,4474334
5995,159659
5996,40957
5997,406180
5998,198433
5999,269922
6000,1142670
6001,668170
6002,1046939
6003,496749
6004,573996
6005,666712
6006,686432
6007,717644
6008,917422
6009,956637
6010,1046485
6011,1236106
6012,1302899
6013,1320484
6014,1338098
6015,4297509
6016,4443885
6017,453295
6018,40875
6019,255607
6020,541776
6021,807927
6022,917294
6023,1043762
6024,4641620
6025,654826
6026,730582
6027,741645
6028,893817
6029,918868
6030,1005011
6031,1178197
6032,1334774
6033,1392551
6034,4533401
6035,4550395
6036,4634907
6037,40685
6038,194327
6039,402990
6040,464890
6041,843804
6042,584438
6043,586244
6044,880738
6045,893190
6046,981346
6047,1209252
6048,1272312
6049,1371654
6050,1388658
6051,1392514
6052,4318310
6053,4707560
6054,41039
6055,40911
6056,41585
6057,308331
6058,1309190
6059,465042
6060,494794
6061,472239
6062,807315
6063,796428
6064,425954
6065,420309
6066,1053944
6067,1138784
6068,690723
6069,583727
6070,592009
6071,1320016
6072,4714596
6073,323109
6074,416091
6075,468742
6076,40829
6077,268814
6078,267039
6079,102876
6080,412480
6081,1387606
6082,493118
6083,841611
6084,803432
6085,412133
6086,493910
6087,626908
6088,915210
6089,923504
6090,972242
6091,1048536
6092,1048684
6093,1071435
6094,1346399
6095,1388419
6096,414597
6097,450334
6098,41317
6099,40921
6100,450603
6101,843975
6102,471498
6103,629643
6104,1047900
6105,602534
6106,714994
6107,718423
6108,735897
6109,796054
6110,814709
6111,893607
6112,1008863
6113,1040403
6114,1048413
6115,1399022
6116,4463960
6117,4680900
6118,4953489
6119,431165
6120,223288
6121,452769
6122,694844
6123,460353
6124,494688
6125,487551
6126,503076
6127,580591
6128,654848
6129,957485
6130,1248410
6131,1352421
6132,4625864
6133,431130
6134,447706
6135,471694
6136,41301
6137,309273
6138,519094
6139,586451
6140,791676
6141,494687
6142,1217868
6143,489357
6144,567058
6145,580592
6146,602533
6147,612070
6148,629900
6149,644871
6150,893073
6151,972226
6152,975650
6153,1045896
6154,1073242
6155,1338300
6156,1344518
6157,1371751
6158,4634908
6159,423035
6160,445116
6161,40982
6162,909956
6163,470384
6164,487595
6165,1005019
6166,1203015
6167,801310
6168,1248005
